,capacity_kw,provider,pv_system_id
5287,3780.0,pvoutput.org,5287
5296,3708.0,pvoutput.org,5296
52999,3768.0,pvoutput.org,52999
53025,3768.0,pvoutput.org,53025
5309,3960.0,pvoutput.org,5309
53147,3975.0,pvoutput.org,53147
53149,3804.0,pvoutput.org,53149
53512,3194.0,pvoutput.org,53512
5353,4008.0,pvoutput.org,5353
5356,2784.0,pvoutput.org,5356
53582,498.0,pvoutput.org,53582
5359,2508.0,pvoutput.org,5359
5364,3960.0,pvoutput.org,5364
53773,2340.0,pvoutput.org,53773
53787,3484.0,pvoutput.org,53787
54014,1836.0,pvoutput.org,54014
5407,3221.0,pvoutput.org,5407
5415,2350.0,pvoutput.org,5415
5417,3792.0,pvoutput.org,5417
5421,4109.0,pvoutput.org,5421
5431,5982.0,pvoutput.org,5431
54370,2628.0,pvoutput.org,54370
54397,2952.0,pvoutput.org,54397
5444,2736.0,pvoutput.org,5444
5446,457644.0,pvoutput.org,5446
5447,2634.0,pvoutput.org,5447
54627,2298.0,pvoutput.org,54627
54695,3387.0,pvoutput.org,54695
54716,6396.0,pvoutput.org,54716
54745,4932.0,pvoutput.org,54745
54756,2080.0,pvoutput.org,54756
5478,5999.0,pvoutput.org,5478
54910,3680.0,pvoutput.org,54910
5492,3168.0,pvoutput.org,5492
55005,5816.0,pvoutput.org,55005
5511,3012.0,pvoutput.org,5511
5526,2115.0,pvoutput.org,5526
55313,4164.0,pvoutput.org,55313
5556,2020.0,pvoutput.org,5556
5566,5984.0,pvoutput.org,5566
5577,2508.0,pvoutput.org,5577
5578,3063.0,pvoutput.org,5578
5579,3996.0,pvoutput.org,5579
55846,4399.0,pvoutput.org,55846
5592,3924.0,pvoutput.org,5592
55955,3804.0,pvoutput.org,55955
56111,5437.0,pvoutput.org,56111
56270,4660.0,pvoutput.org,56270
56286,930.0,pvoutput.org,56286
56372,2306.0,pvoutput.org,56372
56414,3990.0,pvoutput.org,56414
5645,12630.0,pvoutput.org,5645
56457,9442.0,pvoutput.org,56457
56720,2265.0,pvoutput.org,56720
5675,3466.0,pvoutput.org,5675
5676,950.0,pvoutput.org,5676
56798,1992.0,pvoutput.org,56798
56874,4314.0,pvoutput.org,56874
56984,1692.0,pvoutput.org,56984
57004,3633.0,pvoutput.org,57004
5701,9072.0,pvoutput.org,5701
57029,6828.0,pvoutput.org,57029
57106,1763.0,pvoutput.org,57106
5711,3720.0,pvoutput.org,5711
57140,4416.0,pvoutput.org,57140
5719,4464.0,pvoutput.org,5719
5728,0.0,pvoutput.org,5728
5729,53340.0,pvoutput.org,5729
57523,3734.0,pvoutput.org,57523
57569,2260.0,pvoutput.org,57569
5764,2988.0,pvoutput.org,5764
57640,3936.0,pvoutput.org,57640
5766,4020.0,pvoutput.org,5766
57732,3780.0,pvoutput.org,57732
57751,3780.0,pvoutput.org,57751
5791,3378.0,pvoutput.org,5791
5802,3069.0,pvoutput.org,5802
58175,2229.0,pvoutput.org,58175
5820,2112.0,pvoutput.org,5820
58313,34152.0,pvoutput.org,58313
5837,3488.0,pvoutput.org,5837
5843,2508.0,pvoutput.org,5843
58502,8161.0,pvoutput.org,58502
58504,3686.0,pvoutput.org,58504
58510,8424.0,pvoutput.org,58510
58511,5185.0,pvoutput.org,58511
58512,3651.0,pvoutput.org,58512
58517,3688.0,pvoutput.org,58517
58518,3687.0,pvoutput.org,58518
58519,3690.0,pvoutput.org,58519
58532,3932.0,pvoutput.org,58532
58540,3692.0,pvoutput.org,58540
58543,9423.0,pvoutput.org,58543
58544,3685.0,pvoutput.org,58544
58547,8449.0,pvoutput.org,58547
58549,5909.0,pvoutput.org,58549
58550,3685.0,pvoutput.org,58550
58551,3686.0,pvoutput.org,58551
58552,3701.0,pvoutput.org,58552
58563,3686.0,pvoutput.org,58563
58565,3685.0,pvoutput.org,58565
58567,3904.0,pvoutput.org,58567
58568,4005.0,pvoutput.org,58568
58570,3883.0,pvoutput.org,58570
58571,3907.0,pvoutput.org,58571
58595,3998.0,pvoutput.org,58595
58597,3746.0,pvoutput.org,58597
58598,2054.0,pvoutput.org,58598
58599,3684.0,pvoutput.org,58599
58603,3440.0,pvoutput.org,58603
58604,3670.0,pvoutput.org,58604
58606,3680.0,pvoutput.org,58606
58607,3672.0,pvoutput.org,58607
58701,3329.0,pvoutput.org,58701
5871,4273.0,pvoutput.org,5871
58722,3670.0,pvoutput.org,58722
58723,3681.0,pvoutput.org,58723
58727,3307.0,pvoutput.org,58727
58729,3728.0,pvoutput.org,58729
58730,3479.0,pvoutput.org,58730
58732,3680.0,pvoutput.org,58732
58734,4012.0,pvoutput.org,58734
58739,3685.0,pvoutput.org,58739
58826,3916.0,pvoutput.org,58826
58827,3931.0,pvoutput.org,58827
58828,3682.0,pvoutput.org,58828
58830,3927.0,pvoutput.org,58830
58831,3684.0,pvoutput.org,58831
58832,3684.0,pvoutput.org,58832
58848,3680.0,pvoutput.org,58848
58849,3684.0,pvoutput.org,58849
58850,3626.0,pvoutput.org,58850
58867,3688.0,pvoutput.org,58867
58915,3880.0,pvoutput.org,58915
58916,3089.0,pvoutput.org,58916
58917,3647.0,pvoutput.org,58917
58918,3127.0,pvoutput.org,58918
58920,3707.0,pvoutput.org,58920
58921,3895.0,pvoutput.org,58921
58924,1523.0,pvoutput.org,58924
58935,2247.0,pvoutput.org,58935
58936,3681.0,pvoutput.org,58936
58937,3676.0,pvoutput.org,58937
58938,3661.0,pvoutput.org,58938
58940,4030.0,pvoutput.org,58940
58941,3991.0,pvoutput.org,58941
58943,3980.0,pvoutput.org,58943
58944,3194.0,pvoutput.org,58944
58945,3908.0,pvoutput.org,58945
58947,3679.0,pvoutput.org,58947
58948,3683.0,pvoutput.org,58948
58969,3814.0,pvoutput.org,58969
58972,3893.0,pvoutput.org,58972
58996,3425.0,pvoutput.org,58996
59012,2151.0,pvoutput.org,59012
59013,1745.0,pvoutput.org,59013
59014,3806.0,pvoutput.org,59014
59015,3684.0,pvoutput.org,59015
59016,3685.0,pvoutput.org,59016
59017,2916.0,pvoutput.org,59017
59018,3687.0,pvoutput.org,59018
59019,3853.0,pvoutput.org,59019
59095,3733.0,pvoutput.org,59095
59096,3907.0,pvoutput.org,59096
59097,3184.0,pvoutput.org,59097
59098,3201.0,pvoutput.org,59098
59099,2538.0,pvoutput.org,59099
59100,2302.0,pvoutput.org,59100
59108,2301.0,pvoutput.org,59108
59120,2515.0,pvoutput.org,59120
59121,2317.0,pvoutput.org,59121
59122,3202.0,pvoutput.org,59122
59123,3677.0,pvoutput.org,59123
59124,2955.0,pvoutput.org,59124
59125,3145.0,pvoutput.org,59125
59126,3619.0,pvoutput.org,59126
59127,3880.0,pvoutput.org,59127
59128,1970.0,pvoutput.org,59128
59129,3759.0,pvoutput.org,59129
59130,2879.0,pvoutput.org,59130
59133,3362.0,pvoutput.org,59133
59134,3988.0,pvoutput.org,59134
59136,3253.0,pvoutput.org,59136
59137,3905.0,pvoutput.org,59137
59156,3586.0,pvoutput.org,59156
59157,3033.0,pvoutput.org,59157
5922,3747.0,pvoutput.org,5922
59243,6011.0,pvoutput.org,59243
59272,2746.0,pvoutput.org,59272
59273,2303.0,pvoutput.org,59273
59274,3737.0,pvoutput.org,59274
59275,3679.0,pvoutput.org,59275
59276,3193.0,pvoutput.org,59276
59322,2616.0,pvoutput.org,59322
5937,2076.0,pvoutput.org,5937
5954,3000.0,pvoutput.org,5954
5959,4500.0,pvoutput.org,5959
59738,4260.0,pvoutput.org,59738
59806,3936.0,pvoutput.org,59806
5983,3794.0,pvoutput.org,5983
59919,3684.0,pvoutput.org,59919
59984,456.0,pvoutput.org,59984
6005,4019.0,pvoutput.org,6005
60058,455.0,pvoutput.org,60058
6007,3780.0,pvoutput.org,6007
6014,3636.0,pvoutput.org,6014
60157,4143.0,pvoutput.org,60157
60164,4204.0,pvoutput.org,60164
60173,2515.0,pvoutput.org,60173
60211,2917.0,pvoutput.org,60211
60287,2460.0,pvoutput.org,60287
6040,3972.0,pvoutput.org,6040
60532,5288.0,pvoutput.org,60532
60565,374.0,pvoutput.org,60565
60628,3792.0,pvoutput.org,60628
60717,4142.0,pvoutput.org,60717
6074,4800.0,pvoutput.org,6074
6075,2653.0,pvoutput.org,6075
6080,4416.0,pvoutput.org,6080
60845,6005.0,pvoutput.org,60845
60960,3761.0,pvoutput.org,60960
6103,1629.0,pvoutput.org,6103
61047,3765.0,pvoutput.org,61047
6106,2999.0,pvoutput.org,6106
6109,3632.0,pvoutput.org,6109
6110,4500.0,pvoutput.org,6110
6111,5856.0,pvoutput.org,6111
6113,5999.0,pvoutput.org,6113
61190,5144.0,pvoutput.org,61190
61272,3528.0,pvoutput.org,61272
61295,3456.0,pvoutput.org,61295
6130,3672.0,pvoutput.org,6130
6154,4368.0,pvoutput.org,6154
61648,4223.0,pvoutput.org,61648
61664,3548.0,pvoutput.org,61664
61764,3755.0,pvoutput.org,61764
6179,3000.0,pvoutput.org,6179
6181,4020.0,pvoutput.org,6181
61856,5401.0,pvoutput.org,61856
6195,3660.0,pvoutput.org,6195
61975,4740.0,pvoutput.org,61975
61982,2988.0,pvoutput.org,61982
6202,3996.0,pvoutput.org,6202
62063,5973.0,pvoutput.org,62063
62139,3446.0,pvoutput.org,62139
6218,4020.0,pvoutput.org,6218
6220,3012.0,pvoutput.org,6220
6221,4335.0,pvoutput.org,6221
62236,9091.0,pvoutput.org,62236
6225,5724.0,pvoutput.org,6225
62251,4264.0,pvoutput.org,62251
6228,4008.0,pvoutput.org,6228
6229,4404.0,pvoutput.org,6229
6236,5855.0,pvoutput.org,6236
6241,3516.0,pvoutput.org,6241
62425,1521.0,pvoutput.org,62425
62429,2256.0,pvoutput.org,62429
62544,2289.0,pvoutput.org,62544
6255,2028.0,pvoutput.org,6255
6266,4008.0,pvoutput.org,6266
62732,5103.0,pvoutput.org,62732
62751,4125.0,pvoutput.org,62751
6281,3999.0,pvoutput.org,6281
6283,3012.0,pvoutput.org,6283
62895,3668.0,pvoutput.org,62895
62976,5234.0,pvoutput.org,62976
6299,3192.0,pvoutput.org,6299
63044,3207.0,pvoutput.org,63044
63050,3893.0,pvoutput.org,63050
63122,4077.0,pvoutput.org,63122
63229,3754.0,pvoutput.org,63229
6334,3960.0,pvoutput.org,6334
6338,3672.0,pvoutput.org,6338
6341,4680.0,pvoutput.org,6341
6349,5592.0,pvoutput.org,6349
6354,3871.0,pvoutput.org,6354
63611,4173.0,pvoutput.org,63611
63689,3585.0,pvoutput.org,63689
6377,4542.0,pvoutput.org,6377
6378,5868.0,pvoutput.org,6378
63840,3046.0,pvoutput.org,63840
6393,3601.0,pvoutput.org,6393
63946,3264.0,pvoutput.org,63946
63948,2916.0,pvoutput.org,63948
63970,4704.0,pvoutput.org,63970
6399,5671.0,pvoutput.org,6399
6403,4176.0,pvoutput.org,6403
6410,3093.0,pvoutput.org,6410
6414,3012.0,pvoutput.org,6414
64143,3528.0,pvoutput.org,64143
6417,3327.0,pvoutput.org,6417
6418,3012.0,pvoutput.org,6418
6462,3984.0,pvoutput.org,6462
64712,3701.0,pvoutput.org,64712
6472,4008.0,pvoutput.org,6472
64743,3071.0,pvoutput.org,64743
6478,5527.0,pvoutput.org,6478
6480,2160.0,pvoutput.org,6480
64813,3421.0,pvoutput.org,64813
64884,3595.0,pvoutput.org,64884
6490,1596.0,pvoutput.org,6490
64924,5013.0,pvoutput.org,64924
6494,3653.0,pvoutput.org,6494
64982,2110.0,pvoutput.org,64982
65117,3480.0,pvoutput.org,65117
65179,3728.0,pvoutput.org,65179
65315,3174.0,pvoutput.org,65315
65410,3691.0,pvoutput.org,65410
65412,3673.0,pvoutput.org,65412
6542,2200.0,pvoutput.org,6542
6546,3252.0,pvoutput.org,6546
65648,3413.0,pvoutput.org,65648
6565,2820.0,pvoutput.org,6565
65706,8689.0,pvoutput.org,65706
65768,3682.0,pvoutput.org,65768
65833,5167.0,pvoutput.org,65833
65897,17992.0,pvoutput.org,65897
65917,3837.0,pvoutput.org,65917
6594,1322.0,pvoutput.org,6594
65953,1927.0,pvoutput.org,65953
65958,2013.0,pvoutput.org,65958
6596,3696.0,pvoutput.org,6596
66012,8064.0,pvoutput.org,66012
66047,13199.0,pvoutput.org,66047
6625,4003.0,pvoutput.org,6625
66250,11366.0,pvoutput.org,66250
66252,4388.0,pvoutput.org,66252
6629,3696.0,pvoutput.org,6629
66313,11548.0,pvoutput.org,66313
6633,5745.0,pvoutput.org,6633
66376,3743.0,pvoutput.org,66376
66406,3792.0,pvoutput.org,66406
6651,5248.0,pvoutput.org,6651
66567,15445.0,pvoutput.org,66567
66668,3259.0,pvoutput.org,66668
6668,3657.0,pvoutput.org,6668
6676,3612.0,pvoutput.org,6676
6681,4163.0,pvoutput.org,6681
66811,5008.0,pvoutput.org,66811
66986,2535.0,pvoutput.org,66986
67030,2156.0,pvoutput.org,67030
67062,1033.0,pvoutput.org,67062
6709,2988.0,pvoutput.org,6709
67123,7572.0,pvoutput.org,67123
6716,4152.0,pvoutput.org,6716
6719,2499.0,pvoutput.org,6719
67207,4007.0,pvoutput.org,67207
67276,3792.0,pvoutput.org,67276
6731,2808.0,pvoutput.org,6731
67347,7440.0,pvoutput.org,67347
6737,3273.0,pvoutput.org,6737
67386,4538.0,pvoutput.org,67386
67388,1478.0,pvoutput.org,67388
67489,3561.0,pvoutput.org,67489
67589,2340.0,pvoutput.org,67589
6768,3300.0,pvoutput.org,6768
67689,3975.0,pvoutput.org,67689
67727,2340.0,pvoutput.org,67727
67766,7307.0,pvoutput.org,67766
67769,5036.0,pvoutput.org,67769
67927,3680.0,pvoutput.org,67927
67933,4653.0,pvoutput.org,67933
67948,3504.0,pvoutput.org,67948
67969,1824.0,pvoutput.org,67969
68000,3688.0,pvoutput.org,68000
6809,714.0,pvoutput.org,6809
68212,11323.0,pvoutput.org,68212
68218,8426.0,pvoutput.org,68218
68219,3688.0,pvoutput.org,68219
6822,2472.0,pvoutput.org,6822
68303,3012.0,pvoutput.org,68303
68324,3035.0,pvoutput.org,68324
6835,3672.0,pvoutput.org,6835
6836,3000.0,pvoutput.org,6836
6840,3480.0,pvoutput.org,6840
68404,5124.0,pvoutput.org,68404
68443,1279.0,pvoutput.org,68443
6849,3998.0,pvoutput.org,6849
6854,5316.0,pvoutput.org,6854
6864,4622.0,pvoutput.org,6864
6870,4212.0,pvoutput.org,6870
68800,5291.0,pvoutput.org,68800
68846,3288.0,pvoutput.org,68846
690,3972.0,pvoutput.org,690
6900,1908.0,pvoutput.org,6900
6908,3417.0,pvoutput.org,6908
6942,3625.0,pvoutput.org,6942
6960,4068.0,pvoutput.org,6960
6964,3000.0,pvoutput.org,6964
6980,2999.0,pvoutput.org,6980
6986,11148.0,pvoutput.org,6986
7014,3645.0,pvoutput.org,7014
7015,3684.0,pvoutput.org,7015
7035,2508.0,pvoutput.org,7035
7055,3589.0,pvoutput.org,7055
709,2664.0,pvoutput.org,709
7091,3683.0,pvoutput.org,7091
7179,4574.0,pvoutput.org,7179
7202,5023.0,pvoutput.org,7202
7204,4120.0,pvoutput.org,7204
7206,4492.0,pvoutput.org,7206
7215,3000.0,pvoutput.org,7215
7225,7291.0,pvoutput.org,7225
7237,3696.0,pvoutput.org,7237
7241,3990.0,pvoutput.org,7241
7252,2482.0,pvoutput.org,7252
7276,6998.0,pvoutput.org,7276
7289,2937.0,pvoutput.org,7289
7300,3672.0,pvoutput.org,7300
7311,3012.0,pvoutput.org,7311
7349,3144.0,pvoutput.org,7349
7360,3307.0,pvoutput.org,7360
7366,3012.0,pvoutput.org,7366
7369,3096.0,pvoutput.org,7369
7393,3000.0,pvoutput.org,7393
7407,4215.0,pvoutput.org,7407
7426,2964.0,pvoutput.org,7426
7429,4872.0,pvoutput.org,7429
7449,4030.0,pvoutput.org,7449
7455,5700.0,pvoutput.org,7455
7477,3012.0,pvoutput.org,7477
7505,5760.0,pvoutput.org,7505
7620,3286.0,pvoutput.org,7620
7625,3612.0,pvoutput.org,7625
7681,2932.0,pvoutput.org,7681
7691,3301.0,pvoutput.org,7691
7765,4642.0,pvoutput.org,7765
7784,3660.0,pvoutput.org,7784
7788,3840.0,pvoutput.org,7788
7797,5712.0,pvoutput.org,7797
7803,3836.0,pvoutput.org,7803
7816,4032.0,pvoutput.org,7816
7819,2256.0,pvoutput.org,7819
7821,2507.0,pvoutput.org,7821
7858,5136.0,pvoutput.org,7858
7861,2988.0,pvoutput.org,7861
7872,3504.0,pvoutput.org,7872
7924,5306.0,pvoutput.org,7924
794,4008.0,pvoutput.org,794
7998,4794.0,pvoutput.org,7998
8069,3648.0,pvoutput.org,8069
8133,4144.0,pvoutput.org,8133
8140,10224.0,pvoutput.org,8140
8156,3012.0,pvoutput.org,8156
8159,3192.0,pvoutput.org,8159
8163,16469.0,pvoutput.org,8163
8164,17000.0,pvoutput.org,8164
8200,5136.0,pvoutput.org,8200
8224,4008.0,pvoutput.org,8224
8225,5064.0,pvoutput.org,8225
8231,12435.0,pvoutput.org,8231
8232,2028.0,pvoutput.org,8232
8275,5712.0,pvoutput.org,8275
8425,5028.0,pvoutput.org,8425
8434,3643.0,pvoutput.org,8434
8488,3180.0,pvoutput.org,8488
8490,6264.0,pvoutput.org,8490
8563,3046.0,pvoutput.org,8563
8592,4146.0,pvoutput.org,8592
8669,3648.0,pvoutput.org,8669
8688,5112.0,pvoutput.org,8688
8745,3235.0,pvoutput.org,8745
8747,3900.0,pvoutput.org,8747
8791,3000.0,pvoutput.org,8791
8796,3660.0,pvoutput.org,8796
8800,3720.0,pvoutput.org,8800
8840,3971.0,pvoutput.org,8840
8883,3696.0,pvoutput.org,8883
8893,3828.0,pvoutput.org,8893
8921,3648.0,pvoutput.org,8921
8926,3996.0,pvoutput.org,8926
9004,2004.0,pvoutput.org,9004
9034,4935.0,pvoutput.org,9034
9036,1034.0,pvoutput.org,9036
9264,3696.0,pvoutput.org,9264
9332,4436.0,pvoutput.org,9332
9357,1898.0,pvoutput.org,9357
9359,1999.0,pvoutput.org,9359
9432,3012.0,pvoutput.org,9432
9440,3585.0,pvoutput.org,9440
9441,3553.0,pvoutput.org,9441
9458,1476.0,pvoutput.org,9458
9464,4020.0,pvoutput.org,9464
9570,3630.0,pvoutput.org,9570
9605,2312.0,pvoutput.org,9605
9637,3450.0,pvoutput.org,9637
9645,3996.0,pvoutput.org,9645
9647,4416.0,pvoutput.org,9647
9698,2653.0,pvoutput.org,9698
9726,24336.0,pvoutput.org,9726
973,6732.0,pvoutput.org,973
9741,2904.0,pvoutput.org,9741
9748,3999.0,pvoutput.org,9748
9750,498.0,pvoutput.org,9750
9757,3506.0,pvoutput.org,9757
9785,5724.0,pvoutput.org,9785
9807,3602.0,pvoutput.org,9807
9831,4043.0,pvoutput.org,9831
9860,3432.0,pvoutput.org,9860
9892,5975.0,pvoutput.org,9892
